UColorado_HEP	12.0	cms	79738	619291269	954129433	7431495221	11449553196	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"UColorado_HEP"	04	2015
UERJ	10.486	cms	2535	278420	652675	2919512	6843950	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"UERJ_CE"	04	2015
UFlorida-HPC	10.94	cms	261085	2573242953	3562186129	28151277906	38970316251	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"UFlorida-HPC","UFlorida-CMS"	04	2015
UMN-CMS	12.0	cms	67	14	4091	168	49092	2015-04-01	2015-04-01	2016-03-02 18:06:14	federation_name_unavailable	"UMN-CMS-CE"	04	2015
UMissHEP	12.0	cms	7324	1310895	13156870	15730740	157882440	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"UMissHEP"	04	2015
USCMS-FNAL-WC1	11.44	atlas	37	0	228	0	2608	2015-04-02	2015-04-15	2016-03-02 18:06:14	federation_name_unavailable	"USCMS-FNAL-WC1-CE3"	04	2015
USCMS-FNAL-WC1	11.44	cms	69587	17642835295	3144447150	201834035773	35972475395	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"USCMS-FNAL-WC1-CE2","USCMS-FNAL-WC1-CE","USCMS-FNAL-WC1-CE4"	04	2015
UTA_SWT2	7.77	atlas	48754	1826534235	1126658671	14192171005	8754137873	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"UTA_SWT2"	04	2015
WT2	12.49	atlas	334232	5858096993	5967114161	73167631442	74529255870	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"WT2"	04	2015
cinvestav	12.0	cms	6186	7964167	17213690	95570004	206564280	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"cinvestav"	04	2015
rutgers-cms	12.0	cms	5716	3370042	12340854	40440504	148090248	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"rutgers-cms"	04	2015
umd-cms	12.0	cms	7214	3646650	11342732	43759800	136112784	2015-04-01	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"umd-cms"	04	2015
uprm-cms	12.0	cms	6108	3007816	26935294	36093792	323223528	2015-04-08	2015-04-30	2016-03-02 18:06:14	federation_name_unavailable	"uprm-cms-ce"	04	2015
